Al,Cu,Mg,Zn,Tensile Strength (MPa),Yield Strength (MPa)
-0.16071740269306076,-0.0970873786407767,2.0731707317073167,-0.052,0.11126508029829581,-0.021296634160867488
-0.24189365216882877,-0.07280946601941747,2.0006220975609756,0.44812520000000006,-0.09704197692886073,-0.21540362272078978
-0.008503919934795382,-0.0970873786407767,1.6829268292682924,-0.052,0.0,-0.051299778313989186
-0.1232303612927811,-0.07280339805825242,1.6840127317073121,0.44825000000000004,0.0098698630353628,-0.0587464425602154
-0.16071740269306076,-0.0970873786407767,2.0731707317073167,-0.052,0.11126508029829581,0.00870650999225421
0.8572102632528378,-0.0970873786407767,-0.0975609756097561,-0.052,-0.6675904817897749,-0.5313500847639365
0.8572102632528378,-0.0970873786407767,-0.0975609756097561,-0.052,-0.6618592446643812,-0.5221906005352479
0.7430501511841388,-0.0970873786407767,0.1951219512195073,-0.052,-0.5408269730067696,-0.41340089209040465
0.7430501511841388,-0.0970873786407767,0.1951219512195073,-0.052,-0.5285091314169051,-0.4113375081514497
0.5908366684258735,-0.0970873786407767,0.0,-0.052,-0.33379524089488743,-0.26132178738584105
0.5908366684258735,-0.0970873786407767,0.0,-0.052,-0.3391065202440838,-0.26109530026762395
0.48618989902956705,-0.0970873786407767,0.7317073170731707,-0.052,-0.2503464306711657,-0.20131549907959767
0.48618989902956705,-0.0970873786407767,0.7317073170731707,-0.052,-0.2584183391390094,-0.195821475200718
0.48618989902956705,-0.0970873786407767,0.7317073170731707,-0.052,-0.2584183391390094,-0.195821475200718
0.45764987101239124,-0.0970873786407767,0.8292682926829269,-0.052,-0.07686993165259214,-0.08703176675587466
0.4288195338302265,-0.03637742718446602,0.02464648780487808,0.44825000000000004,-0.435932337570173,-0.32201753699673624
0.3953525836963912,-0.07279733009708739,0.7326226341463413,0.14814999999999998,-0.3128828613849346,-0.3437754786857049
0.3149497309265185,-0.0970873786407767,0.853658536585366,-0.052,-0.08344881022372197,-0.08130292246711077
0.2959230455817353,-0.0970873786407767,1.2195121951219512,-0.052,-0.13908135037286987,-0.1413092107733543
0.2959230455817353,-0.0970873786407767,1.2195121951219512,-0.052,-0.1373860674813979,-0.13054765013381198
0.2959230455817353,-0.0970873786407767,1.2195121951219512,-0.052,-0.1373860674813979,-0.13054765013381198
0.2140654314770864,-0.07278514563106796,0.8309166829268292,0.4486256,-0.16562693086817393,-0.24804053525424277
0.14370956282346997,-0.0970873786407767,1.4634146341463414,-0.052,0.0,-0.021296634160867488
0.13419622015107735,-0.0970873786407767,1.4634146341463414,-0.052,0.003818249452482225,-0.021757941688968666
0.10089952079770838,-0.04854368932038835,0.8292682926829269,0.9480000000000001,-0.07686993165259214,
0.0,-0.072791213592233,1.4653678048780485,0.4485004000000001,-0.02038820487904008,-0.08703176675587466
-0.02354866251725102,-0.06065228155339805,1.7089646341463411,0.44837520000000003,0.05626556717078056,0.10008653176925586
-0.13217737467588705,-0.04854368932038835,1.4634146341463414,0.9480000000000001,0.003818249452482225,
-0.008503919934795382,-0.0970873786407767,1.6829268292682924,-0.052,0.1390813503728701,0.09871594245161942
-0.1232303612927811,-0.07280339805825242,1.6840127317073121,0.44825000000000004,0.1571257935521235,0.10008653176925586
-0.16071740269306076,-0.0970873786407767,2.0731707317073167,-0.052,0.2503464306711657,0.15872223075786282
-0.24633748674458394,-0.04854368932038835,1.6829268292682924,0.9480000000000001,0.14502256638636235,
0.8572102632528378,-0.0970873786407767,-0.0975609756097561,-0.052,-0.5811710635593068,-0.41340089209040465
0.7430501511841388,-0.0970873786407767,0.1951219512195073,-0.052,-0.4803108371779639,-0.34812706702349866
0.5908366684258735,-0.0970873786407767,0.0,-0.052,-0.2584183391390094,-0.13054765013381198
0.48618989902956705,-0.0970873786407767,0.7317073170731707,-0.052,-0.19790220331020367,-0.08703176675587466
0.48618989902956705,-0.0970873786407767,0.7317073170731707,-0.052,-0.19790220331020367,-0.08703176675587466
0.4288195338302265,-0.03637742718446602,0.02464648780487808,0.44825000000000004,-0.37743340626899413,-0.12837185596491513
