doi,name,series,caption,AA_des,YS,UTS,temper,elong,flag,flag_note
10.1016/j.msea.2015.04.104,7A93,2000,"Solution and peak-aging tempers for the 6 Al-Zn-Mg-Cu alloys, and the tensile properties and electrical conductivities for the 6 peak-aged aluminum alloys.",,770,795,,,FALSE,
10.1016/j.msea.2014.04.060,15vol% SiCp/AA2009,2000,Tensile properties of friction stir welded aluminium matrix composites.,2009,164,305,,100,FALSE,
10.1016/j.msea.2014.04.060,15vol% SiCp/AA2009,2000,Tensile properties of friction stir welded aluminium matrix composites.,2009,236,328,,100,FALSE,
10.1016/j.msea.2014.04.060,15vol% SiCp/AA2009,2000,Tensile properties of friction stir welded aluminium matrix composites.,2009,340,470,,95,FALSE,
10.1016/j.msea.2014.04.060,15vol% SiCp/AA2009,2000,Tensile properties of friction stir welded aluminium matrix composites.,2009,324,445,,95,FALSE,
10.1016/j.msea.2014.04.060,SiCp/AA2124,2000,Tensile properties of friction stir welded aluminium matrix composites.,2124,479,642,,86.5,FALSE,
10.1016/j.msea.2014.04.060,15vol% SiCp/AA2009,2000,Tensile properties of friction stir welded aluminium matrix composites.,2009,192,321,,100,FALSE,
10.1016/j.msea.2014.04.060,15vol% SiCp/AA2009,2000,Tensile properties of friction stir welded aluminium matrix composites.,2009,344,521,,7.1,FALSE,
10.1016/j.msea.2014.04.060,15vol% SiCp/AA2009,2000,Tensile properties of friction stir welded aluminium matrix composites.,2009,357,543,,13.1,FALSE,
10.1016/j.msea.2014.04.060,17vol% SiCp/AA2009,2000,Tensile properties of friction stir welded aluminium matrix composites.,2009,508,581,,77,FALSE,
10.1016/j.msea.2014.04.060,17vol% SiCp/AA2009,2000,Tensile properties of friction stir welded aluminium matrix composites.,2009,278,443,,77,FALSE,
10.1016/j.msea.2015.11.032,STed,2000,Hardness and tensile properties of 2024 Al alloy at different processed conditions.,2024,161,340,,,FALSE,
10.1016/j.msea.2015.11.032,STed+CRed,2000,Hardness and tensile properties of 2024 Al alloy at different processed conditions.,2024,320,356.7,,,FALSE,
10.1016/j.msea.2015.11.032,STed+CRed +Aged at 200degC for 60min.,2000,Hardness and tensile properties of 2024 Al alloy at different processed conditions.,2024,370,407.5,,,FALSE,
10.1016/j.msea.2015.11.032,STed+MAFed-2,2000,Hardness and tensile properties of 2024 Al alloy at different processed conditions.,2024,470,483.3,,,FALSE,
10.1016/j.msea.2015.11.032,STed+MAFed-4,2000,Hardness and tensile properties of 2024 Al alloy at different processed conditions.,2024,500,521,,,FALSE,
10.1016/j.msea.2015.11.032,STed+MAFed-2 +Aged at 200degC for 40min.,2000,Hardness and tensile properties of 2024 Al alloy at different processed conditions.,2024,485,521,,,FALSE,
10.1016/j.msea.2015.11.032,STed+MAFed-4+Aged at 200degC for 40min.,2000,Hardness and tensile properties of 2024 Al alloy at different processed conditions.,2024,510,532,,,FALSE,
10.1016/j.msea.2011.11.081,27,2000,Uniaxial tensile properties of 2009/SiC/15p-T42 composite [results are the mean values based on duplicate tests].,2009,387.51,536.39,T42,10.04,FALSE,
10.1016/j.msea.2014.12.026,Longitudinal,2000,Mechanical properities of 2195 T8.,2195,500,560,T8,12.7,FALSE,
10.1016/j.msea.2014.04.051,Al-B4C 50-50,2000,"Results of tensile, compression and hardness tests applied to the hot extruded samples.",,300,499,,2.97,FALSE,
10.1016/j.msea.2014.04.051,Al-B4C 30-70,2000,"Results of tensile, compression and hardness tests applied to the hot extruded samples.",,404,568,,1.5,FALSE,
10.1016/j.msea.2014.04.051,NC Al-B4C,2000,"Results of tensile, compression and hardness tests applied to the hot extruded samples.",,582,690,,0.5,FALSE,
10.1016/j.msea.2004.10.014,AA2024-T3,2000,Tensile properties of the alloys AA2024 of T3 and T81 temper designations,2024,354,485,T3,17,FALSE,
10.1016/j.msea.2004.10.014,AA2024-T81,2000,Tensile properties of the alloys AA2024 of T3 and T81 temper designations,2024,450,485,T81,7,FALSE,
10.1016/j.msea.2008.07.033,1,2000,Room temperature tensile properties of aluminum alloy 2219-T62,2219,275.8,410.9,T62,8.8,FALSE,
10.1016/j.msea.2008.07.033,2,2000,Room temperature tensile properties of aluminum alloy 2219-T62,2219,283.3,415.6,T62,6.4,FALSE,
10.1016/j.msea.2008.07.033,Average,2000,Room temperature tensile properties of aluminum alloy 2219-T62,2219,279.6,413.3,T62,7.6,FALSE,
10.1016/j.msea.2008.07.033,1,2000,Room temperature tensile properties of aluminum alloy 2219-T62,2219,274.7,405.1,T62,8,FALSE,
10.1016/j.msea.2008.07.033,2,2000,Room temperature tensile properties of aluminum alloy 2219-T62,2219,274.49,402.97,T62,7.5,FALSE,
10.1016/j.msea.2008.07.033,Average,2000,Room temperature tensile properties of aluminum alloy 2219-T62,2219,274.6,404,T62,7.7,FALSE,
10.1016/j.msea.2017.11.063,SLM,2000,Comparison of the tensile properties of the SLM Al-3.5Cu-1.5Mg-1Si alloy with different commercial alloys.,,,223,,366,FALSE,
10.1016/j.msea.2017.11.063,SLM,2000,Comparison of the tensile properties of the SLM Al-3.5Cu-1.5Mg-1Si alloy with different commercial alloys.,,,368,,455,FALSE,
10.1016/j.msea.2017.11.063,SLM,2000,Comparison of the tensile properties of the SLM Al-3.5Cu-1.5Mg-1Si alloy with different commercial alloys.,,,260,,380,FALSE,
10.1016/j.msea.2017.11.063,Cast,2000,Comparison of the tensile properties of the SLM Al-3.5Cu-1.5Mg-1Si alloy with different commercial alloys.,,,95,,220,FALSE,
10.1016/j.msea.2017.11.063,Cast,2000,Comparison of the tensile properties of the SLM Al-3.5Cu-1.5Mg-1Si alloy with different commercial alloys.,,,345,,427,FALSE,
10.1016/j.msea.2006.07.169,As-extruded,2000,Tensile properties of Al 2024,2024,,295,,14.5,FALSE,
10.1016/j.msea.2006.07.169,T4,2000,Tensile properties of Al 2024,2024,,595,T4,17,FALSE,
10.1016/j.msea.2006.07.169,T6,2000,Tensile properties of Al 2024,2024,,460,T6,11.5,FALSE,
10.1016/j.jmatprotec.2005.04.031,EN AW-2124/5%BN,2000,Ultimate compressive strength of composite materials,2124,,668,,,FALSE,
10.1016/j.jmatprotec.2005.04.031,EN AW-2124/10%BN,2000,Ultimate compressive strength of composite materials,2124,,561,,,FALSE,
10.1016/j.jmatprotec.2005.04.031,EN AW-2124/15%BN,2000,Ultimate compressive strength of composite materials,2124,,472,,,FALSE,
10.1016/j.jmatprotec.2005.04.031,EN AW-2124/5%Al2O3,2000,Ultimate compressive strength of composite materials,2124,,798,,,FALSE,
10.1016/j.jmatprotec.2005.04.031,EN AW-2124/10%Al2O3,2000,Ultimate compressive strength of composite materials,2124,,762,,,FALSE,
10.1016/j.jmatprotec.2005.04.031,EN AW-2124/15%Al2O3,2000,Ultimate compressive strength of composite materials,2124,,663,,,FALSE,
10.1016/j.jmatprotec.2005.04.031,EN AW-2124,2000,Tensile properties of EN AW-2124 matrix composites reinforced with BN or Al2O3 ceramic particles,2124,262,416,,,FALSE,
10.1016/j.jmatprotec.2005.04.031,EN AW-2124/5%BN,2000,Tensile properties of EN AW-2124 matrix composites reinforced with BN or Al2O3 ceramic particles,2124,258,377,,,FALSE,
10.1016/j.jmatprotec.2005.04.031,EN AW-2124/10%BN,2000,Tensile properties of EN AW-2124 matrix composites reinforced with BN or Al2O3 ceramic particles,2124,221,311,,,FALSE,
10.1016/j.jmatprotec.2005.04.031,EN AW-2124/15%BN,2000,Tensile properties of EN AW-2124 matrix composites reinforced with BN or Al2O3 ceramic particles,2124,199,213,,,FALSE,
10.1016/j.jmatprotec.2005.04.031,EN AW-2124/5%Al2O3,2000,Tensile properties of EN AW-2124 matrix composites reinforced with BN or Al2O3 ceramic particles,2124,227,392,,,FALSE,
10.1016/j.jmatprotec.2005.04.031,EN AW-2124/10%Al2O3,2000,Tensile properties of EN AW-2124 matrix composites reinforced with BN or Al2O3 ceramic particles,2124,246,406,,,FALSE,
10.1016/j.jmatprotec.2005.04.031,EN AW-2124/15%Al2O3,2000,Tensile properties of EN AW-2124 matrix composites reinforced with BN or Al2O3 ceramic particles,2124,260,425,,,FALSE,
10.1016/j.jmatprotec.2016.06.021,LT,2000,Mechanical properties of alloy AA2060-T8. The BM specimens in long-transverse and longitudinal rolling directions were tested with the as-welded joints for comparison.,2060,428,499,T8,14.3,FALSE,
10.1016/j.jmatprotec.2016.06.021,TL,2000,Mechanical properties of alloy AA2060-T8. The BM specimens in long-transverse and longitudinal rolling directions were tested with the as-welded joints for comparison.,2060,414,498,T8,14,FALSE,
10.1016/j.jmatprotec.2016.06.021,As-welded joint,2000,Tensile properties of the as-welded joints (Values are average of five specimens).,,347,416,,1.2,FALSE,
10.1016/j.jmatprotec.2006.10.021,Al,2000,Material properties of Al2O3/2024 Al alloy based composites,2024,,68,,,FALSE,
10.1016/j.jmatprotec.2006.10.021,Al-10-16,2000,Material properties of Al2O3/2024 Al alloy based composites,2024,,88,,,FALSE,
10.1016/j.jmatprotec.2006.10.021,Al-20-16,2000,Material properties of Al2O3/2024 Al alloy based composites,2024,,100,,,FALSE,
10.1016/j.jmatprotec.2006.10.021,Al-30-16,2000,Material properties of Al2O3/2024 Al alloy based composites,2024,,112,,,FALSE,
10.1016/j.jmatprotec.2006.10.021,Al-10-32,2000,Material properties of Al2O3/2024 Al alloy based composites,2024,,90,,,FALSE,
10.1016/j.jmatprotec.2006.10.021,Al-20-32,2000,Material properties of Al2O3/2024 Al alloy based composites,2024,,97,,,FALSE,
10.1016/j.jmatprotec.2006.10.021,Al-30-32,2000,Material properties of Al2O3/2024 Al alloy based composites,2024,,105,,,FALSE,
10.1016/s0924-0136(03)00806-9,Balance,2000,Chemical compositions and mechanical properties of 2017-T351 aluminum alloy,2017,319.2,428.1,T351,23.8,FALSE,
10.1007/s11665-011-0060-8,Bal.,2000,Chemical compositions and mechanical properties of 2219-T6 aluminum alloy,2219,,432,T6,,FALSE,
10.1007/s11665-014-0875-1,383.8,2000,Mechanical properties of AA2024-T351 aeronautic aluminum alloy,2024,,533.8,T351,,FALSE,
10.1016/j.jmatprotec.2017.12.042,Annealed parent (P),2000,Mechanical Properties of Al-2219 sheet blank heat-treated to different conditions.,2219,,668.17,,78,FALSE,
10.1016/j.jmatprotec.2017.12.042,Solution treated (ST),2000,Mechanical Properties of Al-2219 sheet blank heat-treated to different conditions.,2219,,473.36,,43,FALSE,
10.1016/j.jmatprotec.2017.12.042,Age hardened (T6),2000,Mechanical Properties of Al-2219 sheet blank heat-treated to different conditions.,2219,,886.83,T6,302,FALSE,
10.1016/j.jmatprotec.2018.01.010,6.48,2000,Chemical compositions and mechanical properties of 2219-T6 sheets.,2219,,432,T6,11,FALSE,
10.1016/j.msea.2018.03.088,AA 2219-O [29],2000,"Comparison of AA2219 YS, UTS, and ef of different manufacturing processes.",2219,75,170,O,18,FALSE,
10.1016/j.msea.2018.03.088,AA 2219-T62 [29],2000,"Comparison of AA2219 YS, UTS, and ef of different manufacturing processes.",2219,290,415,T62,10,FALSE,
10.1016/j.msea.2018.03.088,AA 2219-T851 [29],2000,"Comparison of AA2219 YS, UTS, and ef of different manufacturing processes.",2219,350,455,T851,10,FALSE,
10.1016/j.msea.2018.03.088,MELD AA 2219 (As Deposited) [This research],2000,"Comparison of AA2219 YS, UTS, and ef of different manufacturing processes.",2219,145.5,359,,25,FALSE,
10.1016/j.msea.2018.03.088,FSW AA 2219-T8 (SZ) [52],2000,"Comparison of AA2219 YS, UTS, and ef of different manufacturing processes.",2219,209,364.5,T8,19.95,FALSE,
10.1016/j.msea.2018.03.088,FSW AA 2219-T6 [8],2000,"Comparison of AA2219 YS, UTS, and ef of different manufacturing processes.",2219,,295.5,T6,,FALSE,
10.1016/j.msea.2018.03.088,FSW AA 2219-O [3],2000,"Comparison of AA2219 YS, UTS, and ef of different manufacturing processes.",2219,99,169.2,O,7.55,FALSE,
10.1016/j.msea.2018.03.088,EBF AA 2219 (As Deposited) [10],2000,"Comparison of AA2219 YS, UTS, and ef of different manufacturing processes.",2219,112,283,,19.4,FALSE,
10.1016/j.msea.2018.03.088,EBF AA 2219 (Deposit + T62) [10],2000,"Comparison of AA2219 YS, UTS, and ef of different manufacturing processes.",2219,290,416,T62,11.1,FALSE,
10.1016/j.commatsci.2010.06.018,68,2000,Tensile properties of Al 2024-T351.,2024,360,478,T351,,FALSE,
10.1016/j.jallcom.2013.09.140,10,2000,Mechanical properties for different SiC/2024Al alloy co-continuous composites in different direction.,2024,,859.4,,,FALSE,
10.1016/j.jallcom.2013.09.140,10,2000,Mechanical properties for different SiC/2024Al alloy co-continuous composites in different direction.,2024,,931.3,,,FALSE,
10.1016/j.jallcom.2013.09.140,20,2000,Mechanical properties for different SiC/2024Al alloy co-continuous composites in different direction.,2024,,763.6,,,FALSE,
10.1016/j.jallcom.2013.09.140,20,2000,Mechanical properties for different SiC/2024Al alloy co-continuous composites in different direction.,2024,,783.7,,,FALSE,
10.1016/j.jallcom.2013.09.140,30,2000,Mechanical properties for different SiC/2024Al alloy co-continuous composites in different direction.,2024,,770.3,,,FALSE,
10.1016/j.jallcom.2013.09.140,30,2000,Mechanical properties for different SiC/2024Al alloy co-continuous composites in different direction.,2024,,880.9,,,FALSE,
10.1016/j.jallcom.2016.05.247,0.4 wt%Mg,2000,Tensile test results of the peak-aged Al-Cu-Mg-Ag alloys with different Mg content tested at different temperatures.,,421,459,,10.1,FALSE,
10.1016/j.jallcom.2016.05.247,0.4 wt%Mg,2000,Tensile test results of the peak-aged Al-Cu-Mg-Ag alloys with different Mg content tested at different temperatures.,,252,272,,14.6,FALSE,
10.1016/j.jallcom.2016.05.247,0.8 wt%Mg,2000,Tensile test results of the peak-aged Al-Cu-Mg-Ag alloys with different Mg content tested at different temperatures.,,433,487,,9.7,FALSE,
10.1016/j.jallcom.2016.05.247,0.8 wt%Mg,2000,Tensile test results of the peak-aged Al-Cu-Mg-Ag alloys with different Mg content tested at different temperatures.,,276,306,,14.2,FALSE,
10.1016/j.jallcom.2016.05.247,1.2 wt%Mg,2000,Tensile test results of the peak-aged Al-Cu-Mg-Ag alloys with different Mg content tested at different temperatures.,,391,486,,11,FALSE,
10.1016/j.jallcom.2016.05.247,1.2 wt%Mg,2000,Tensile test results of the peak-aged Al-Cu-Mg-Ag alloys with different Mg content tested at different temperatures.,,297,319,,12.7,FALSE,
10.1016/j.jallcom.2015.01.160,Conv. AA2139 T8,2000,"Summary of grain size and tensile properties of cryomilled (CM) and unmilled (UM) samples: yield stress (YS), ultimate stress (UTS) and elongation to failure, increase of yield stress after aging (DYS) in comparison to sample after solid solution treatment (SST), strain hardening (YS/UTS).",2139,480,493,T8,11.4,FALSE,
10.1016/j.jallcom.2016.05.317,Sample 1-1,2000,Mechanical properties of the AA2524-T3 alloy sheet samples.,2524,368,506,T3,19.8,FALSE,
10.1016/j.jallcom.2016.05.317,Sample 1-2,2000,Mechanical properties of the AA2524-T3 alloy sheet samples.,2524,378,512,T3,21.7,FALSE,
10.1016/j.jallcom.2016.05.317,Sample 1-3,2000,Mechanical properties of the AA2524-T3 alloy sheet samples.,2524,351,498,T3,18.4,FALSE,
10.1016/j.jallcom.2016.05.317,2524 T3 [19],2000,Mechanical properties of the AA2524-T3 alloy sheet samples.,2524,306,434,T3,24,FALSE,
10.1016/j.jallcom.2016.08.330,2A97,2000,Nominal chemical compositions and mechanical properties of 2A97 AlLi alloy.,,318.7,501.7,,17,FALSE,
10.1016/j.jallcom.2009.10.185,2519A,2000,Mechanical properties of the studied alloy plates at room temperature and 300degC.,2519,,483.2,,10.8,FALSE,
10.1016/j.jallcom.2009.10.185,2519A,2000,Mechanical properties of the studied alloy plates at room temperature and 300degC.,2519,,139.5,,22.1,FALSE,
10.1016/j.jallcom.2009.10.185,2519A-0.2Ce,2000,Mechanical properties of the studied alloy plates at room temperature and 300degC.,2519,,493,,10.7,FALSE,
10.1016/j.jallcom.2009.10.185,2519A-0.2Ce,2000,Mechanical properties of the studied alloy plates at room temperature and 300degC.,2519,,175,,25.4,FALSE,
10.1016/j.jallcom.2009.10.185,2519A-0.4Ce,2000,Mechanical properties of the studied alloy plates at room temperature and 300degC.,2519,,447.7,,12.3,FALSE,
10.1016/j.jallcom.2009.10.185,2519A-0.4Ce,2000,Mechanical properties of the studied alloy plates at room temperature and 300degC.,2519,,152,,27,FALSE,
10.1016/j.jallcom.2016.01.152,0,2000,Mechanical properties of the 10vol.% nano ZrB2/2024Al composites with different sonication time.,2024,103,245,,17.5,FALSE,
10.1016/j.jallcom.2016.01.152,1,2000,Mechanical properties of the 10vol.% nano ZrB2/2024Al composites with different sonication time.,2024,125,250,,17.8,FALSE,
10.1016/j.jallcom.2016.01.152,3,2000,Mechanical properties of the 10vol.% nano ZrB2/2024Al composites with different sonication time.,2024,142,274,,17.7,FALSE,
10.1016/j.jallcom.2016.01.152,5,2000,Mechanical properties of the 10vol.% nano ZrB2/2024Al composites with different sonication time.,2024,182,296,,19.2,FALSE,
10.1016/j.jallcom.2016.01.152,7,2000,Mechanical properties of the 10vol.% nano ZrB2/2024Al composites with different sonication time.,2024,170,282,,18.6,FALSE,
10.1016/j.jallcom.2016.01.152,9,2000,Mechanical properties of the 10vol.% nano ZrB2/2024Al composites with different sonication time.,2024,135,268,,18.7,FALSE,
10.1016/j.jallcom.2013.09.202,S,2000,Tensile properties of 2024 Al alloy before and after one pass of ECAP.,2024,185,393,,18.5,FALSE,
10.1016/j.jallcom.2013.09.202,T4,2000,Tensile properties of 2024 Al alloy before and after one pass of ECAP.,2024,385,552,T4,11.8,FALSE,
10.1016/j.jallcom.2013.09.202,T6,2000,Tensile properties of 2024 Al alloy before and after one pass of ECAP.,2024,414,578,T6,15.8,FALSE,
10.1016/j.jallcom.2013.09.202,T8,2000,Tensile properties of 2024 Al alloy before and after one pass of ECAP.,2024,485,574,T8,11.9,FALSE,
10.1016/j.jallcom.2013.09.202,SE,2000,Tensile properties of 2024 Al alloy before and after one pass of ECAP.,2024,575,608,,7.5,FALSE,
10.1016/j.jallcom.2013.09.202,SEA70,2000,Tensile properties of 2024 Al alloy before and after one pass of ECAP.,2024,595,647,,7.8,FALSE,
10.1016/j.jallcom.2013.09.202,SEA100,2000,Tensile properties of 2024 Al alloy before and after one pass of ECAP.,2024,610,670,,7.7,FALSE,
10.1016/j.jallcom.2017.12.045,AA2195,2000,Room temperature tensile properties of peak aged alloys.,2195,443,524,,,FALSE,
10.1016/j.jallcom.2017.12.045,AA2195-0.025Sc,2000,Room temperature tensile properties of peak aged alloys.,2195,485,586,,,FALSE,
10.1016/j.jallcom.2017.12.045,AA2195-0.25Sc,2000,Room temperature tensile properties of peak aged alloys.,2195,536,634,,,FALSE,
10.1016/j.jallcom.2013.08.214,Al-4Cu-1.3Mg,2000,Room temperature tensile properties of the Al-4Cu-1.3Mg-xSi alloys aged 12h at 190degC.,,310,385,,9,FALSE,
10.1016/j.jallcom.2013.08.214,Al-4Cu-1.3Mg-0.3Si,2000,Room temperature tensile properties of the Al-4Cu-1.3Mg-xSi alloys aged 12h at 190degC.,,394,430,,6.8,FALSE,
